id,player_api_id,player_name,player_fifa_api_id,birth_date,height,weight,age
31,31684,Abdeslam Ouaddou,33022,11/1/1978 0:00,190.5,181,33
32,32637,Abdessalam Benjelloun,177295,1/28/1985 0:00,187.96,179,34
33,563215,Abdou Diallo,225711,5/4/1996 0:00,182.88,159,35
34,41093,Abdou Traore,187048,1/17/1988 0:00,180.34,174,33
35,564712,Abdoul Ba,225050,2/8/1994 0:00,200.66,212,31
36,67334,Abdoul Karim Yoda,188232,10/25/1988 0:00,182.88,161,31
37,173955,Abdoul Razzagui Camara,193953,2/20/1990 0:00,177.8,157,31
38,39562,Abdoulay Konko,161999,3/9/1984 0:00,182.88,157,28
39,191784,Abdoulaye Ba,204826,1/1/1991 0:00,198.12,174,28
40,210400,Abdoulaye Bamba,199313,4/25/1990 0:00,182.88,150,27
41,201915,Abdoulaye Diaby,202330,5/21/1991 0:00,172.72,154,26
42,194479,"Abdoulaye Diallo Sadio,22",204171,12/28/1990 0:00,182.88,168,27
43,189181,Abdoulaye Diallo,197233,3/30/1992 0:00,187.96,174,27
44,352887,Abdoulaye Doucoure,208135,1/1/1993 0:00,182.88,165,24
45,40005,Abdoulaye Faye,100329,2/26/1978 0:00,187.96,218,22
46,409003,Abdoulaye Keita,212280,1/5/1994 0:00,175.26,165,21
47,37280,Abdoulaye Meite,41745,10/6/1980 0:00,185.42,181,24
48,439366,Abdoulaye Toure,210450,3/3/1994 0:00,187.96,170,36
49,148827,Abdoulwahid Sissoko,189568,3/20/1990 0:00,182.88,165,36
50,173011,Abdourahman Dampha,197901,12/27/1991 0:00,182.88,168,32
51,419681,Abdul Aziz Tetteh,190193,2/10/1989 0:00,182.88,190,32
52,196947,Abdul Majeed Waris,198420,9/19/1991 0:00,172.72,157,30
53,89405,Abdul Osman,184768,2/27/1987 0:00,182.88,154,32
54,324910,Abdul Rahman Baba,209620,7/2/1994 0:00,177.8,154,32
55,67952,Abdul-Yakinu Iddi,180316,5/25/1986 0:00,172.72,146,29
56,31012,Abdulkader Keita,157191,8/6/1981 0:00,182.88,172,30
57,176301,Abdulla Fatadi,210766,11/2/1985 0:00,175.26,172,30
58,307227,Abdullah Al Hafith,207716,12/25/1992 0:00,187.96,165,28
59,176302,Abdullah Omar,192670,1/1/1987 0:00,175.26,157,30
60,525595,Abdullahi Shehu,229026,3/12/1993 0:00,180.34,159,29
61,24385,Abel Aguilar,177974,1/6/1985 0:00,185.42,176,34
62,29904,Abel Gomez,111085,2/20/1982 0:00,182.88,165,27
63,105548,Abel Hernandez,188484,8/8/1990 0:00,185.42,161,27
64,172875,Abel Issa Camara,208005,1/6/1990 0:00,185.42,179,27
65,302985,Abel Khaled,207541,11/9/1992 0:00,180.34,148,25
66,240556,Abel Tamata,202153,12/5/1990 0:00,182.88,170,26
67,40938,Abel,17880,12/22/1978 0:00,177.8,165,26
68,37422,Abella Perez Damia,159580,4/15/1982 0:00,187.96,174,25
69,114503,Abiola Dauda,187175,2/3/1988 0:00,180.34,165,26
70,27277,Abou Diaby,163423,5/11/1986 0:00,193.04,168,33
71,181344,Aboubacar Tandia,138675,10/5/1983 0:00,193.04,185,34
72,581141,Aboubakar Kamara,225541,3/7/1995 0:00,177.8,168,36
73,80592,Aboubakar Oumarou,218548,4/1/1987 0:00,182.88,168,35
74,165706,Abraham Gonzalez,159566,7/16/1985 0:00,177.8,176,32
75,210453,Abraham Guie Gneki,199724,7/25/1986 0:00,180.34,154,34
76,208635,Abraham Kudemor,202600,2/25/1985 0:00,182.88,179,30
77,213695,Abraham Minero,198840,2/22/1986 0:00,175.26,157,34
78,33715,Abraham Paz Cruz,114663,3/14/1979 0:00,177.8,165,31
79,41489,Achille Coser,163901,7/14/1982 0:00,185.42,174,30
80,25571,Achille Emana,112392,6/5/1982 0:00,180.34,170,32
81,660145,Achille Vaarnold,229149,1/26/1996 0:00,175.26,157,31
82,45960,Achmed Ahahaoui,171405,12/6/1983 0:00,177.8,152,32
83,293235,Achraf Lazaar,206161,9/22/1992 0:00,182.88,168,29
84,34487,Aco Stojkov,140730,4/29/1983 0:00,177.8,165,30
85,26331,Adailton,158505,4/14/1983 0:00,190.5,187,29
86,41749,Adailton,4769,1/24/1977 0:00,175.26,161,29
87,495841,Adalberto Penaranda,231638,5/31/1997 0:00,182.88,172,27
88,519835,Adam Armstrong,221841,2/10/1997 0:00,172.72,152,29
89,68840,Adam Banas,189047,12/25/1982 0:00,185.42,174,29
90,27534,Adam Bodzek,177129,9/7/1985 0:00,182.88,174,25
91,157303,Adam Bogdan,184585,9/27/1987 0:00,193.04,198,26
92,563198,Adam Brown,224355,6/9/1995 0:00,177.8,141,24
93,557396,Adam Buksa,224438,7/12/1996 0:00,190.5,172,24
94,365666,Adam Campbell,206567,1/1/1995 0:00,170.18,161,23
95,180197,Adam Collin,53363,12/9/1984 0:00,190.5,172,23
96,310346,Adam Cummins,200743,3/3/1993 0:00,187.96,172,22
97,68962,Adam Danch,180440,12/15/1987 0:00,182.88,179,21
98,429870,Adam Deja,212988,6/24/1993 0:00,185.42,181,39
99,23133,Adam Drury,101882,8/29/1978 0:00,180.34,161,35
100,420209,Adam Drury,205162,9/9/1993 0:00,177.8,152,34
101,308280,Adam Duda,208345,4/29/1991 0:00,187.96,170,34
102,361712,Adam Dzwigala,211362,9/25/1995 0:00,185.42,176,30
103,38617,Adam Federici,164853,1/31/1985 0:00,187.96,198,31
104,173993,Adam Fraczczak,209453,8/7/1987 0:00,182.88,168,33
105,277313,Adam Gyurcso,209439,3/6/1991 0:00,180.34,132,30
106,40568,Adam Hammill,169568,1/25/1988 0:00,177.8,163,33
107,281079,Adam Henley,205485,6/14/1994 0:00,177.8,170,30
108,89240,Adam Hlousek,181205,12/20/1988 0:00,187.96,168,29
109,24159,Adam Johnson,165740,7/14/1987 0:00,175.26,139,28
110,414208,Adam King,212388,10/11/1995 0:00,180.34,165,30
111,43317,Adam Kokoszka,174665,10/6/1986 0:00,187.96,181,27
112,37234,Adam Lallana,180819,5/10/1988 0:00,172.72,161,33
113,24952,Adam Le Fondre,163828,12/2/1986 0:00,175.26,161,28
114,209372,Adam Maher,200223,7/20/1993 0:00,175.26,143,30
115,69518,Adam Marciniak,179055,9/28/1988 0:00,182.88,181,27
116,478447,Adam Marusic,224031,10/17/1992 0:00,177.8,179,25
117,500502,Adam Masina,225410,1/2/1994 0:00,187.96,172,25
118,170593,Adam Matthews,193768,1/13/1992 0:00,177.8,157,27
119,185336,Adam Matuschyk,192471,2/14/1989 0:00,180.34,165,32
120,69249,Adam Mojta,179710,6/30/1986 0:00,177.8,154,27
121,407308,Adam Morgan,205864,4/21/1994 0:00,177.8,157,28
122,12245,Adam Nemec,184433,9/2/1985 0:00,190.5,198,28
123,684978,Adam Ounas,231242,11/11/1996 0:00,172.72,141,27
124,306507,Adam Pazio,211185,9/27/1992 0:00,182.88,159,27
125,73078,Adam Pinter,201176,6/12/1988 0:00,190.5,185,25
126,31916,Adam Rooney,176941,4/21/1988 0:00,177.8,172,25
127,555649,Adam Ryczkowski,224303,4/30/1997 0:00,177.8,157,28
128,158861,Adam Sarota,192323,12/28/1988 0:00,182.88,161,24
129,160447,Adam Smith,190885,4/29/1991 0:00,180.34,179,26
130,36774,Adam Szalai,184789,12/9/1987 0:00,193.04,201,27
131,243068,Adam Taggart,202676,6/2/1993 0:00,182.88,152,25
132,71359,Adam Vass,170046,9/9/1988 0:00,180.34,165,24
133,495942,Adam Waszkiewicz,219695,12/6/1993 0:00,182.88,174,29
134,287224,Adama Ba,205947,8/27/1993 0:00,177.8,150,25
135,26136,Adama Coulibaly,5440,9/10/1980 0:00,185.42,183,24
136,164360,Adama Francois,194952,11/30/1989 0:00,193.04,176,23
137,357881,Adama Soumaoro,200353,6/18/1992 0:00,187.96,205,22
138,181211,Adama Traore,193177,2/3/1990 0:00,170.18,161,21
139,533212,Adama Traore,225151,6/28/1995 0:00,177.8,159,36
140,103866,Adamo Coulibaly,184368,8/14/1981 0:00,187.96,172,32
141,47394,Adel Taarabt,179605,5/24/1989 0:00,180.34,172,32
142,155738,Adem Ljajic,190544,9/29/1991 0:00,182.88,163,32
143,361710,Aderlan Santos,213374,4/9/1989 0:00,193.04,183,35
144,568920,Aderlan,223844,8/18/1990 0:00,177.8,157,32
145,45816,Adil Auassar,185171,10/6/1986 0:00,187.96,187,31
146,37249,Adil Chihi,177615,2/21/1988 0:00,182.88,172,28
147,40012,Adil Hermach,177713,6/27/1986 0:00,182.88,154,30
148,77741,Adil Rami,183280,12/27/1985 0:00,190.5,194,31
149,38612,Adil Ramzi,2115,7/14/1977 0:00,177.8,163,30
150,164115,Adilson,200794,1/1/1982 0:00,193.04,194,29
151,276701,Adis Jahovic,212107,3/18/1987 0:00,190.5,198,30
152,131409,Adlene Guedioura,183385,11/12/1985 0:00,177.8,179,32
153,116788,Admir Aganovic,190714,8/25/1986 0:00,182.88,176,33
154,132844,Admir Mehmedi,188770,3/16/1991 0:00,182.88,176,29
155,45815,Adnan Alisic,156656,2/10/1984 0:00,180.34,157,33
156,39875,Adnan Custovic,159339,4/16/1978 0:00,185.42,183,30
157,449241,Adnan Januzaj,208330,2/5/1995 0:00,182.88,165,28
158,43049,Adnan Mravac,139305,4/10/1982 0:00,193.04,185,28
159,261599,Adnane Tighadouini,203377,11/30/1992 0:00,177.8,159,28
160,154950,Adrian Basta,189658,12/1/1988 0:00,180.34,172,28
161,182107,Adrian Blad,194769,4/16/1991 0:00,165.1,137,27
162,121643,Adrian Chomiuk,186629,6/23/1988 0:00,182.88,179,27
163,102572,Adrian Colunga,171732,11/17/1984 0:00,172.72,154,28
164,43348,Adrian Cristea,152920,11/30/1983 0:00,177.8,161,26
165,113604,Adrian Daniel Calello,206628,5/14/1987 0:00,177.8,181,27
166,482331,Adrian Embarba,219953,5/7/1992 0:00,172.72,146,28
167,40501,Adrian Gonzalez,178616,5/25/1988 0:00,182.88,168,25
168,178574,Adrian Gunino,193600,2/3/1989 0:00,167.64,141,25
169,78537,Adrian Klepczynski,165003,4/1/1981 0:00,187.96,165,26
170,45744,Adrian Lopez,173818,1/8/1988 0:00,182.88,161,30
171,23358,Adrian Mariappa,172953,10/3/1986 0:00,177.8,179,24
172,571685,Adrian Marin,224921,1/9/1997 0:00,180.34,161,25
173,105526,Adrian Mrowiec,148572,12/1/1983 0:00,190.5,185,25
174,39311,Adrian Mutu,184410,8/1/1979 0:00,182.88,168,28
175,112976,Adrian Nikci,187850,11/10/1989 0:00,182.88,168,26
176,116881,Adrian Paluchowski,188910,8/19/1987 0:00,180.34,165,25
177,239253,Adrian Rakowski,201170,10/7/1990 0:00,180.34,154,25
178,50345,Adrian Ramos,176619,1/22/1986 0:00,185.42,165,26
179,323385,Adrian Ricardo Centurion,211267,1/19/1993 0:00,175.26,143,23
180,42431,Adrian Ricchiuti,169383,6/30/1978 0:00,167.64,159,24
181,183482,Adrian Sardinero Corpa,195012,10/13/1990 0:00,180.34,172,24
182,168047,Adrian Stoian,192072,2/11/1991 0:00,177.8,146,24
183,114790,Adrian Winter,184549,7/8/1986 0:00,177.8,165,22
184,169756,Adrian,194911,1/31/1987 0:00,187.96,170,29
185,167648,Adriano De Pierro,193351,1/11/1991 0:00,185.42,170,23
186,280969,Adriano Facchini,205122,3/12/1983 0:00,187.96,172,22
187,39190,Adriano Ferreira Pinto,163653,12/10/1979 0:00,177.8,179,22
188,172172,Adriano Jose de Lara,193874,12/9/1987 0:00,185.42,190,21
189,39199,Adriano Pereira da Silva,135530,4/3/1982 0:00,180.34,165,35
190,38122,Adriano Russo,137419,6/6/1987 0:00,185.42,159,36
191,121923,Adriano,183243,1/21/1982 0:00,175.26,168,33
192,30690,Adriano,106019,2/17/1982 0:00,187.96,194,31
193,33992,Adriano,164082,10/26/1984 0:00,172.72,161,33
194,41109,Adriano,152769,1/29/1980 0:00,182.88,176,31
195,171737,Adrien Goni,191221,8/25/1988 0:00,172.72,146,32
196,447107,Adrien Hunou,215245,1/19/1994 0:00,175.26,137,30
197,352879,Adrien Rabiot,210008,4/3/1995 0:00,187.96,157,29
198,557353,Adrien Rawyler,224823,6/13/1993 0:00,177.8,150,29
199,188413,Adrien Regattin,197081,8/22/1991 0:00,167.64,146,28
200,40930,Adrien Silva,184826,3/15/1989 0:00,175.26,152,30
201,317062,Adrien Thomasson,208787,12/10/1993 0:00,177.8,159,31
202,242719,Adrien Trebel,203886,3/3/1991 0:00,172.72,159,31
203,263276,Adryan,205008,8/10/1994 0:00,175.26,157,29
204,35608,"Afonso Alves,24",53056,1/30/1981 0:00,185.42,163,30
205,361711,Afonso,223293,1/6/1993 0:00,170.18,139,30
206,213366,Afriyie Acquah,201223,1/5/1992 0:00,177.8,154,28
207,441441,Ager Aketxe,213937,12/30/1993 0:00,175.26,152,27
208,118883,Agim Ibraimi,206396,8/29/1988 0:00,177.8,157,28
209,119305,Agon Mehmeti,187338,11/20/1989 0:00,182.88,174,28
210,256728,Agustin Vuletich,219647,11/3/1991 0:00,185.42,174,29
211,45872,Ahmed Ammi,138539,1/19/1981 0:00,180.34,165,27
212,41399,Ahmed Apimah Barusso,177529,12/26/1984 0:00,182.88,165,27
213,513810,Ahmed El Messaoudi,220968,8/3/1995 0:00,182.88,172,26
214,111930,Ahmed El Mohamady,191005,9/9/1987 0:00,182.88,172,30
215,561140,Ahmed Hamoudi,219913,7/21/1990 0:00,172.72,148,30
216,403003,Ahmed Hassan Koka,210259,3/5/1993 0:00,190.5,187,26
217,297556,Ahmed Hegazy,210648,1/25/1991 0:00,195.58,183,26
218,41182,Ahmed Kantari,172423,6/28/1985 0:00,185.42,181,26
219,120917,Ahmed Kashi,188825,11/18/1988 0:00,177.8,168,25
220,232103,Ahmed Musa,201818,10/14/1992 0:00,167.64,152,28
221,174597,Ahmed Saied Okka,195843,3/13/1984 0:00,185.42,174,27
222,174600,Ahmed Samir Farag,163658,5/20/1986 0:00,182.88,190,28
223,148953,Ahmed Soukouna,188795,1/13/1990 0:00,182.88,168,27
224,441166,Ahmet Ozcan,213932,3/7/1995 0:00,182.88,165,26
225,410141,Aidan Connolly,216204,8/15/1995 0:00,165.1,143,24
226,582500,Aidan Nesbitt,227760,2/5/1997 0:00,175.26,143,23
227,199829,Aiden Chippendale,197939,5/24/1992 0:00,172.72,150,22
228,32448,Aiden McGeady,155885,4/4/1986 0:00,177.8,157,24
229,34319,Aimo Stefano Diana,1323,1/2/1978 0:00,175.26,163,24
230,213737,Airam Cabrera,194076,10/21/1987 0:00,180.34,172,25
231,133535,Airton,187954,2/21/1990 0:00,180.34,170,22
232,128843,Aislan,188132,1/11/1988 0:00,193.04,198,22
233,715642,Aissa Laidouni,233642,12/13/1996 0:00,182.88,161,26
234,210683,Aissa Mandi,201143,10/22/1991 0:00,182.88,172,24
235,185301,Aitor Nunez,193364,10/2/1987 0:00,177.8,154,24
236,33993,Aitor Ocio,9639,11/28/1976 0:00,187.96,170,24
237,24160,Aiyegbeni Yakubu,109693,11/22/1982 0:00,182.88,183,23
238,243127,Akaki Gogia,202271,1/18/1992 0:00,177.8,161,25
239,20771,Akihiro Ienaga,201971,6/13/1986 0:00,172.72,154,24
240,244128,Akoete Eninful,202373,7/21/1992 0:00,182.88,154,21
241,23163,Akos Buzsaky,172176,5/7/1982 0:00,180.34,163,22
242,31255,Akpo Sodje,151473,1/31/1981 0:00,187.96,176,20
243,127255,Akwetey Mensah,198781,4/15/1983 0:00,172.72,163,24
244,33451,Alaeddine Yahia,53027,9/26/1981 0:00,187.96,179,24
245,26085,Alain Cantareil,169072,8/15/1983 0:00,177.8,154,24
246,34268,Alain Nef,49939,2/6/1982 0:00,190.5,194,26
247,182847,Alain Pierre Mendy,209352,11/17/1989 0:00,182.88,159,23
248,36785,Alain Rochat,52778,2/1/1983 0:00,182.88,172,21
249,67393,Alain Schultz,138421,2/17/1983 0:00,175.26,165,24
250,34417,Alain Traore,178036,12/31/1988 0:00,175.26,161,23
251,95220,Alain Wiss,184261,8/21/1990 0:00,180.34,148,39
252,32693,Alan Combe,4246,4/3/1974 0:00,185.42,172,35
253,32547,Alan Gow,140307,10/9/1982 0:00,182.88,154,31
254,37085,Alan Haydock,36846,1/13/1976 0:00,175.26,159,34
255,267728,Alan Henrique,229983,6/19/1991 0:00,187.96,181,36
256,32870,Alan Hutton,139533,11/30/1984 0:00,185.42,161,37
257,92935,Alan Kardec,184858,1/12/1989 0:00,187.96,176,34
258,14100,Alan Mannus,110606,5/19/1982 0:00,187.96,203,32
259,32845,Alan Martin,173681,1/1/1989 0:00,182.88,165,34
260,23081,Alan Maybury,13354,8/8/1978 0:00,180.34,161,33
261,24024,Alan O'Brien,164980,2/20/1985 0:00,177.8,157,30
262,667963,Alan Schons,229248,5/24/1993 0:00,180.34,163,29
263,30248,Alan Smith,13739,10/28/1980 0:00,180.34,179,29
264,23881,Alan Tate,158087,9/2/1982 0:00,185.42,187,30
265,312585,Alan Uryga,208614,2/19/1994 0:00,190.5,187,29
266,25926,Alan,20556,9/19/1979 0:00,180.34,154,29
267,441173,Alassane Diallo,225676,2/19/1995 0:00,175.26,132,29
268,294859,Alassane Plea,206467,3/10/1993 0:00,180.34,174,27
269,289250,Alassane Tambe,192731,1/26/1992 0:00,182.88,161,31
270,160220,Alassane Toure,188706,2/9/1989 0:00,182.88,161,29
271,121488,Alban Joinel,188382,9/14/1979 0:00,187.96,181,28
272,698273,Alban Lafont,231691,1/23/1999 0:00,193.04,170,30
273,94883,Alban Meha,203822,4/26/1986 0:00,175.26,168,26
274,177689,Alban Pnishi,229013,10/20/1990 0:00,187.96,179,30
275,37503,Albano Benjamin Bizzarri,14907,11/9/1977 0:00,193.04,196,28
276,41173,Albert Baning,176407,3/19/1985 0:00,193.04,179,27
277,35831,Albert Bunjaku,144050,11/29/1983 0:00,177.8,165,27
278,45605,Albert Crusat,110375,5/13/1982 0:00,165.1,143,27
279,37483,Albert Meyong Ze,14510,10/19/1980 0:00,182.88,157,26
280,396912,Albert Rafetraniaina,212030,9/9/1996 0:00,175.26,143,29
281,37920,Albert Riera,110652,4/15/1982 0:00,187.96,183,30
282,484858,Albert Rusnak,210423,7/7/1994 0:00,180.34,143,28
283,36066,Albert Streit,113441,3/28/1980 0:00,180.34,174,26
284,27694,Alberto Aquilani,103935,7/7/1984 0:00,185.42,174,27
285,107929,Alberto Botia,191688,1/27/1989 0:00,187.96,176,27
286,299879,Alberto Brignoli,210358,8/19/1991 0:00,187.96,163,28
287,41168,Alberto Bueno,178087,3/20/1988 0:00,177.8,141,25
288,38395,Alberto Cifuentes,110638,5/29/1979 0:00,187.96,148,25
289,47565,Alberto De la Bella,172013,12/2/1985 0:00,182.88,181,27
290,39425,Alberto Fontana,2431,1/23/1967 0:00,185.42,161,26
291,30143,"Alberto Frison,18",173023,7/21/1988 0:00,190.5,187,27
292,102394,Alberto Garcia,186681,2/9/1985 0:00,182.88,170,27
293,30881,Alberto Gilardino,5879,7/5/1982 0:00,182.88,174,27
294,42460,Alberto Giuliatto,178492,9/17/1983 0:00,180.34,170,24
295,575364,Alberto Grassi,220475,3/7/1995 0:00,182.88,165,24
296,543020,Alberto Guitian,198474,7/29/1990 0:00,182.88,163,25
297,37451,Alberto Lopo,110341,5/5/1980 0:00,185.42,179,25
298,32763,"Alberto Luque,21",8741,3/11/1978 0:00,182.88,176,24
299,39743,Alberto Maria Fontana,123617,12/2/1974 0:00,187.96,183,26
300,314605,Alberto Moreno,205566,7/5/1992 0:00,170.18,143,23
301,109121,Alberto Paloschi,186961,1/4/1990 0:00,182.88,176,25
302,39302,Alberto Pelagotti,178452,3/9/1989 0:00,187.96,181,26
303,231977,Alberto Perea,190982,12/19/1990 0:00,175.26,146,26
304,74028,Alberto Pomini,188017,3/17/1981 0:00,187.96,183,25
305,42121,Alberto Regazzoni,158440,5/4/1983 0:00,170.18,143,28
306,2790,Alberto Rey,110809,2/15/1974 0:00,175.26,163,23
307,30273,Alberto Rivera,135734,2/16/1978 0:00,167.64,146,23
308,88521,Alberto Rodriguez,168580,3/31/1984 0:00,182.88,157,23
309,38576,Alberto Zapater,162047,6/13/1985 0:00,180.34,181,23
310,527104,Albian Ajeti,222352,2/26/1997 0:00,182.88,170,27
311,26401,Albin Ebondo,140556,2/23/1984 0:00,182.88,187,21
312,71768,Albin Ekdal,181318,7/28/1989 0:00,185.42,181,21
313,493418,Albion Avdijaj,220668,1/12/1994 0:00,190.5,176,24
314,281864,Aldair,223965,1/31/1992 0:00,170.18,143,22
315,661509,Aldin Turkes,230687,4/22/1996 0:00,193.04,165,21
316,93343,Aldo Angoula,182822,5/4/1981 0:00,182.88,181,23
317,664961,Aldo Kalulu,230079,1/21/1996 0:00,165.1,126,18
318,33759,Aldo Pedro Duscher,6775,3/22/1979 0:00,175.26,159,33
319,39345,Aleandro Rosi,178117,5/17/1987 0:00,182.88,176,34
320,467052,Alec Luyckx,216332,5/19/1995 0:00,175.26,146,33
321,450292,Alef,213902,1/28/1995 0:00,185.42,157,34
322,189192,Aleix Vidal,202493,8/21/1989 0:00,177.8,152,35
323,38131,Alejandro Alfaro,171315,11/23/1986 0:00,175.26,161,33
324,26120,Alejandro Alonso,170568,3/3/1982 0:00,170.18,150,32
325,191906,Alejandro Arribas,197890,5/1/1989 0:00,182.88,163,30
326,169217,Alejandro Bedoya,191173,4/29/1987 0:00,177.8,161,30
327,151079,Alejandro Bergantinos,188931,6/7/1985 0:00,177.8,161,30
328,45220,Alejandro Daro Gomez,143076,2/15/1988 0:00,165.1,150,30
329,10348,Alejandro Dominguez,138810,6/10/1981 0:00,175.26,161,28
330,97657,Alejandro Faurlin,153164,8/9/1986 0:00,185.42,174,30
331,303484,Alejandro Galvez,199487,6/6/1989 0:00,190.5,174,32
332,168569,Alejandro Gonzalez,216666,3/23/1988 0:00,182.88,174,29
333,288406,Alejandro Grimaldo Garcia,210035,9/20/1995 0:00,175.26,157,28
334,187150,Alejandro Martinuccio,202612,12/16/1987 0:00,177.8,161,28
335,282470,Alejandro Pozuelo,203895,9/20/1991 0:00,170.18,139,29
336,302911,Aleksandar Bjelica,218415,1/7/1994 0:00,185.42,176,27
337,364496,Aleksandar Cavric,225385,5/18/1994 0:00,185.42,168,29
338,522571,Aleksandar Damcevski,224159,11/21/1992 0:00,193.04,194,29
339,167094,Aleksandar Ignjovski,193211,1/27/1991 0:00,175.26,154,27
340,16351,Aleksandar Kolarov,185103,11/10/1985 0:00,187.96,183,29
341,426005,Aleksandar Kovacevic,230976,1/9/1992 0:00,172.72,154,28
342,37515,Aleksandar Lukovic,175683,10/23/1982 0:00,185.42,183,27
343,155739,Aleksandar Miljkovic,216313,2/26/1990 0:00,182.88,168,25
344,34067,Aleksandar Mitreski,47763,8/5/1980 0:00,185.42,165,26
345,351860,Aleksandar Mitrovic,215716,9/16/1994 0:00,187.96,181,25
346,280638,Aleksandar Pantic,216472,4/11/1992 0:00,185.42,168,28
347,164519,Aleksandar Pesic,223489,5/21/1992 0:00,190.5,192,29
348,124144,Aleksandar Prijovic,189757,4/21/1990 0:00,193.04,192,29
349,26680,Aleksandar Rankovic,18881,8/31/1978 0:00,172.72,172,27
350,278866,Aleksandar Stevanovic,204318,2/16/1992 0:00,175.26,143,26
351,69018,Aleksandar Todorovski,204257,2/26/1984 0:00,180.34,161,26
352,156534,Aleksandar Tonev,204166,2/3/1990 0:00,177.8,152,26
353,208852,Aleksandar Trajkovski,204350,9/5/1992 0:00,177.8,161,26
354,27476,Aleksandar Vasoski,164492,11/21/1979 0:00,180.34,168,26
355,306158,Aleksander Jagiello,213157,2/2/1995 0:00,165.1,132,25
356,68839,Aleksander Kwiek,142385,1/13/1983 0:00,175.26,174,28
357,3441,Aleksander Radosavljevic,167285,4/25/1979 0:00,182.88,174,28
358,22822,Aleksander Seliga,190449,2/1/1980 0:00,185.42,174,26
359,26169,Aleksandr Hleb,45472,5/1/1981 0:00,185.42,161,25
360,89828,Aleksandrs Fertovs,206278,6/16/1987 0:00,177.8,172,25
361,31191,Aleksei Kangaskolkka,172278,10/29/1988 0:00,187.96,185,23
362,395154,Alen Halilovic,216349,6/18/1996 0:00,170.18,143,24
363,173913,Alen Melunovic,193936,1/26/1990 0:00,190.5,174,23
364,191081,Alen Stevanovic,197925,1/7/1991 0:00,180.34,183,29
365,39145,Alesandro Cordaro,139572,5/2/1986 0:00,170.18,150,24
366,39763,Alessandro Agostini,27971,7/23/1979 0:00,175.26,146,25
367,39470,Alessandro Bernardini,198117,1/21/1987 0:00,187.96,161,24
368,39762,Alessandro Budel,137159,2/25/1981 0:00,182.88,181,25
369,74452,Alessandro Carrozza,184310,2/1/1982 0:00,177.8,168,25
370,197848,Alessandro Cerigioni,200151,9/30/1992 0:00,177.8,159,24
371,41424,Alessandro Ciarrocchi,178546,1/3/1988 0:00,190.5,181,23
372,154238,Alessandro Crescenzi,200810,9/25/1991 0:00,175.26,157,22
373,561819,Alessandro Damen,223732,5/17/1990 0:00,185.42,183,25
374,30727,Alessandro Del Piero,1075,11/9/1974 0:00,175.26,163,22
375,41475,Alessandro Diamanti,163925,5/2/1983 0:00,180.34,165,23
376,264842,Alessandro Florenzi,203551,3/11/1991 0:00,172.72,148,24
377,42443,Alessandro Frara,101904,11/7/1982 0:00,177.8,159,21
378,24504,Alessandro Gamberini,5213,8/27/1981 0:00,185.42,176,24
379,41816,Alessandro Gazzi,137378,1/28/1983 0:00,182.88,179,22
