id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A
40,1,1,2008/2009,13,11/22/2008 0:00,492623,9986,4049,3,2,1.44,4.33,7
41,1,1,2008/2009,13,11/22/2008 0:00,492624,9984,8203,2,1,1.67,3.75,5.5
42,1,1,2008/2009,13,11/23/2008 0:00,492628,9991,9987,2,3,2.1,3.3,3.2
43,1,1,2008/2009,13,11/22/2008 0:00,492631,9999,7947,2,2,2.4,3.3,2.88
44,1,1,2008/2009,13,12/16/2008 0:00,492636,8571,10000,1,0,2.38,3.4,2.88
45,1,1,2008/2009,13,11/22/2008 0:00,492638,9993,9994,0,2,2.2,3.3,3.3
46,1,1,2008/2009,14,11/30/2008 0:00,492649,8342,9993,3,0,1.44,4.2,6
47,1,1,2008/2009,14,11/29/2008 0:00,492651,9987,9984,3,2,1.73,3.4,4.5
48,1,1,2008/2009,14,11/29/2008 0:00,492658,10000,9986,4,2,2.2,3.25,3
49,1,1,2008/2009,14,11/29/2008 0:00,492662,9991,9999,4,0,1.29,4.75,9.5
50,1,1,2008/2009,14,11/28/2008 0:00,492664,7947,8635,0,2,5,3.75,1.67
51,1,1,2008/2009,14,11/30/2008 0:00,492666,8203,9985,0,0,4.75,3.5,1.67
52,1,1,2008/2009,14,11/29/2008 0:00,492670,9996,9994,2,0,2.2,3.25,3
53,1,1,2008/2009,14,11/29/2008 0:00,492674,4049,8571,3,3,2.3,3.2,2.88
54,1,1,2008/2009,14,11/29/2008 0:00,492677,10001,9998,2,1,1.57,3.6,5.25
55,1,1,2008/2009,15,12/6/2008 0:00,492683,8635,4049,5,1,1.2,6,11
56,1,1,2008/2009,15,12/6/2008 0:00,492686,9985,10000,1,2,1.36,4.5,7.5
57,1,1,2008/2009,15,12/6/2008 0:00,492689,9998,7947,5,2,2.1,3.25,3.25
58,1,1,2008/2009,15,12/6/2008 0:00,492692,9986,8203,1,2,1.67,3.4,5
59,1,1,2008/2009,15,12/5/2008 0:00,492693,9984,9991,3,1,2.4,3.3,2.88
60,1,1,2008/2009,15,12/7/2008 0:00,492696,9994,8342,2,0,2.88,3.2,2.3
61,1,1,2008/2009,15,12/6/2008 0:00,492699,9999,10001,1,0,3.25,3.3,2.1
62,1,1,2008/2009,15,12/7/2008 0:00,492702,8571,9987,3,1,3.25,3.25,2.1
63,1,1,2008/2009,15,12/6/2008 0:00,492706,9993,9996,3,0,2.2,3.25,3
64,1,1,2008/2009,16,12/14/2008 0:00,492709,8342,9985,1,4,2.62,3.2,2.62
65,1,1,2008/2009,16,12/13/2008 0:00,492713,9987,9986,1,0,1.53,4,6
66,1,1,2008/2009,16,12/13/2008 0:00,492717,10000,9996,2,1,2.05,3.3,3.6
67,1,1,2008/2009,16,12/13/2008 0:00,492720,9991,8571,1,1,1.5,4,6.5
68,1,1,2008/2009,16,12/13/2008 0:00,492722,7947,9994,1,1,3.25,3.25,2.2
69,1,1,2008/2009,16,12/12/2008 0:00,492724,8203,9993,2,1,2.5,3.3,2.75
70,1,1,2008/2009,16,12/14/2008 0:00,492728,9999,8635,0,3,8,4.75,1.36
71,1,1,2008/2009,16,12/13/2008 0:00,492734,4049,9998,2,1,2.8,3.25,2.5
72,1,1,2008/2009,16,12/13/2008 0:00,492735,10001,9984,1,2,2.05,3.3,3.6
73,1,1,2008/2009,17,12/19/2008 0:00,492742,8635,9987,2,0,1.57,3.8,6
74,1,1,2008/2009,17,12/21/2008 0:00,492745,9985,9991,2,1,1.5,4.2,6.5
75,1,1,2008/2009,17,12/20/2008 0:00,492746,9998,10000,2,2,2.25,3.25,3.25
76,1,1,2008/2009,17,12/20/2008 0:00,492749,9986,7947,2,0,1.61,3.75,5.5
77,1,1,2008/2009,17,12/20/2008 0:00,492753,9984,9999,4,3,1.4,4.33,8.5
78,1,1,2008/2009,17,12/20/2008 0:00,492757,9994,8203,2,2,1.83,3.4,4.5
79,1,1,2008/2009,17,12/20/2008 0:00,492758,9996,8342,5,1,3,3.25,2.4
80,1,1,2008/2009,17,12/21/2008 0:00,492760,8571,10001,0,0,2.3,3.25,3.2
81,1,1,2008/2009,17,12/20/2008 0:00,492763,9993,4049,2,0,1.57,3.8,6
82,1,1,2008/2009,18,1/18/2009 0:00,492769,9993,9987,4,1,2.6,3.3,2.62
83,1,1,2008/2009,18,1/17/2009 0:00,492772,9994,10000,2,1,2.1,3.2,3.3
84,1,1,2008/2009,18,1/16/2009 0:00,492775,8635,9984,1,2,1.36,4.5,9
85,1,1,2008/2009,18,1/17/2009 0:00,492779,9998,9991,1,2,2.8,3.3,2.3
86,1,1,2008/2009,18,1/17/2009 0:00,492781,9985,7947,3,2,1.2,6.5,13
87,1,1,2008/2009,18,1/17/2009 0:00,492782,8342,8203,3,0,1.45,4,6
88,1,1,2008/2009,18,1/17/2009 0:00,492785,8571,9999,2,1,1.67,3.5,4.75
89,1,1,2008/2009,18,1/17/2009 0:00,492789,9996,4049,1,1,1.45,3.8,6.5
90,1,1,2008/2009,18,1/18/2009 0:00,492792,9986,10001,1,2,2.1,3.3,3.5
91,1,1,2008/2009,19,1/25/2009 0:00,492798,10000,8342,3,1,2.7,3.25,2.4
92,1,1,2008/2009,19,2/18/2009 0:00,492801,9991,8635,1,2,3,3.3,2.2
93,1,1,2008/2009,19,1/25/2009 0:00,492804,10001,9985,0,1,3.4,3.25,2
94,1,1,2008/2009,19,1/24/2009 0:00,492805,9987,9998,2,0,1.44,4,6.5
95,1,1,2008/2009,19,1/24/2009 0:00,492807,9999,9986,3,1,2.7,3.2,2.4
96,1,1,2008/2009,19,1/24/2009 0:00,492810,4049,9994,2,1,2.9,3.2,2.25
97,1,1,2008/2009,19,1/24/2009 0:00,492814,8203,9996,2,2,2.3,3.25,2.8
98,1,1,2008/2009,19,1/24/2009 0:00,492817,9984,8571,0,1,1.57,3.6,5.25
99,1,1,2008/2009,19,1/24/2009 0:00,492819,7947,9993,0,1,3.2,3.25,2.1
100,1,1,2008/2009,2,10/29/2008 0:00,492482,8342,10000,2,0,1.33,4.5,8
101,1,1,2008/2009,2,8/23/2008 0:00,492483,8635,9991,2,2,1.65,3.4,5
102,1,1,2008/2009,2,8/23/2008 0:00,492484,9985,10001,3,0,1.33,4.2,10
103,1,1,2008/2009,2,8/24/2008 0:00,492485,9998,9987,3,1,3.6,3.3,1.95
104,1,1,2008/2009,2,8/23/2008 0:00,492486,9986,9999,1,0,1.5,3.6,6.5
105,1,1,2008/2009,2,8/23/2008 0:00,492487,9994,4049,4,1,1.65,3.6,4.75
106,1,1,2008/2009,2,8/23/2008 0:00,492488,9996,8203,3,1,2.05,3.3,3.4
107,1,1,2008/2009,2,8/23/2008 0:00,492489,8571,9984,2,1,3,3.25,2.2
108,1,1,2008/2009,2,8/23/2008 0:00,492490,9993,7947,1,1,1.53,3.75,5.5
109,1,1,2008/2009,20,1/31/2009 0:00,492822,8571,8635,1,3,4.75,3.6,1.66
110,1,1,2008/2009,20,2/1/2009 0:00,492844,9994,9987,1,2,2.4,3.25,2.7
111,1,1,2008/2009,20,1/31/2009 0:00,492845,9998,9984,1,1,3.25,3.2,2.2
112,1,1,2008/2009,20,2/1/2009 0:00,492847,9986,9991,2,5,2.6,3.25,2.5
113,1,1,2008/2009,20,1/31/2009 0:00,492849,9996,7947,0,2,1.57,3.5,5.5
114,1,1,2008/2009,20,1/31/2009 0:00,492851,10000,8203,1,1,1.8,3.4,4
115,1,1,2008/2009,20,1/31/2009 0:00,492853,9985,9999,3,0,1.2,5.5,11
116,1,1,2008/2009,20,1/31/2009 0:00,492856,8342,4049,3,1,1.3,5,8.5
117,1,1,2008/2009,20,1/31/2009 0:00,492858,9993,10001,2,1,1.9,3.3,3.6
118,1,1,2008/2009,21,2/7/2009 0:00,492989,7947,8342,0,2,4.33,3.4,1.72
119,1,1,2008/2009,21,2/6/2009 0:00,492990,8571,9985,0,2,5,3.75,1.66
120,1,1,2008/2009,21,2/7/2009 0:00,492991,8635,9998,3,2,1.2,5.5,13
121,1,1,2008/2009,21,2/7/2009 0:00,492992,9987,10000,1,2,1.66,3.4,4.75
122,1,1,2008/2009,21,2/8/2009 0:00,492993,9984,9986,2,2,1.57,3.5,5.5
123,1,1,2008/2009,21,2/8/2009 0:00,492994,10001,9994,1,0,2,3.2,3.5
124,1,1,2008/2009,21,2/7/2009 0:00,492995,4049,8203,1,5,2.5,3.2,2.62
125,1,1,2008/2009,21,2/7/2009 0:00,492996,9991,9996,2,0,1.57,3.5,5.5
126,1,1,2008/2009,21,2/7/2009 0:00,492997,9999,9993,2,2,3.1,3.2,2.15
127,1,1,2008/2009,22,2/15/2009 0:00,492998,9986,8635,0,1,4.33,3.5,1.72
128,1,1,2008/2009,22,2/15/2009 0:00,492999,8342,9987,0,2,1.9,3.25,3.8
129,1,1,2008/2009,22,2/14/2009 0:00,493000,9993,9984,1,1,2.15,3.3,3.1
130,1,1,2008/2009,22,2/14/2009 0:00,493001,8203,9991,3,3,2.7,3.3,2.37
131,1,1,2008/2009,22,2/14/2009 0:00,493002,10000,7947,1,0,1.57,3.5,5.75
132,1,1,2008/2009,22,2/14/2009 0:00,493003,9994,9999,2,1,1.66,3.4,5
133,1,1,2008/2009,22,2/14/2009 0:00,493004,9998,8571,1,1,2.1,3.3,3.2
134,1,1,2008/2009,22,2/14/2009 0:00,493005,9985,4049,4,0,1.22,5.75,10
135,1,1,2008/2009,22,2/14/2009 0:00,493006,9996,10001,0,0,2.4,3.3,2.7
136,1,1,2008/2009,23,2/22/2009 0:00,493007,10001,8342,1,1,2.7,3.2,2.45
137,1,1,2008/2009,23,2/22/2009 0:00,493008,8635,9985,4,2,2.25,3.2,3
138,1,1,2008/2009,23,2/21/2009 0:00,493009,9999,9998,3,2,2.1,3.25,3.25
139,1,1,2008/2009,23,2/21/2009 0:00,493010,4049,10000,0,6,3,3.2,2.2
140,1,1,2008/2009,23,2/21/2009 0:00,493011,8571,9986,1,1,2.1,3.4,3.1
141,1,1,2008/2009,23,2/21/2009 0:00,493012,9984,9994,0,0,1.8,3.4,4
142,1,1,2008/2009,23,2/21/2009 0:00,493013,7947,8203,1,2,2.3,3.2,2.87
143,1,1,2008/2009,23,2/20/2009 0:00,493014,9987,9996,1,1,1.4,4.5,8
144,1,1,2008/2009,23,2/21/2009 0:00,493015,9991,9993,1,3,1.66,3.4,5
145,1,1,2008/2009,24,2/28/2009 0:00,493016,9996,8635,1,1,5.75,3.75,1.55
146,1,1,2008/2009,24,2/27/2009 0:00,493017,8203,9987,2,1,3,3.4,2.3
147,1,1,2008/2009,24,2/28/2009 0:00,493018,9986,9998,3,0,2,3.4,3.4
148,1,1,2008/2009,24,3/1/2009 0:00,493019,9985,9984,4,0,1.44,3.75,7.5
149,1,1,2008/2009,24,3/1/2009 0:00,493020,9994,9991,0,1,2.62,3.25,2.45
150,1,1,2008/2009,24,2/28/2009 0:00,493021,8342,9999,2,1,1.36,4.5,6.5
151,1,1,2008/2009,24,2/28/2009 0:00,493022,9993,8571,3,0,1.66,3.75,4.75
152,1,1,2008/2009,24,2/28/2009 0:00,493023,7947,4049,4,0,1.85,3.3,4
153,1,1,2008/2009,24,2/28/2009 0:00,493024,10000,10001,1,1,2,3.25,3.5
154,1,1,2008/2009,25,3/8/2009 0:00,493025,9984,8342,1,3,2.8,3.2,2.37
155,1,1,2008/2009,25,3/6/2009 0:00,493026,9998,9985,0,1,6.5,3.6,1.57
156,1,1,2008/2009,25,3/7/2009 0:00,493027,8635,10000,2,0,1.4,4.5,8
157,1,1,2008/2009,25,3/7/2009 0:00,493028,8571,9994,2,3,2.4,3.1,3.1
158,1,1,2008/2009,25,3/7/2009 0:00,493029,9987,7947,4,3,1.4,4.5,8
159,1,1,2008/2009,25,3/8/2009 0:00,493030,10001,8203,0,1,1.8,3.4,4.2
160,1,1,2008/2009,25,3/7/2009 0:00,493031,9999,9996,2,0,1.85,3.6,4
161,1,1,2008/2009,25,3/7/2009 0:00,493032,9991,4049,2,0,1.28,5.5,9.5
162,1,1,2008/2009,25,3/7/2009 0:00,493033,9986,9993,0,0,2.5,3.25,2.8
163,1,1,2008/2009,26,3/13/2009 0:00,493034,8203,8635,2,1,4.5,3.6,1.75
164,1,1,2008/2009,26,3/15/2009 0:00,493035,9985,9987,2,0,1.57,3.5,6
165,1,1,2008/2009,26,3/14/2009 0:00,493036,9993,9998,2,0,2.595699612,3.878717188,4.717238073
166,1,1,2008/2009,26,3/14/2009 0:00,493037,9994,9986,0,0,2.1,3.25,3.6
167,1,1,2008/2009,26,3/14/2009 0:00,493038,7947,9984,1,0,2.88,3.4,2.38
168,1,1,2008/2009,26,3/15/2009 0:00,493039,8342,9991,1,4,1.8,3.4,4
169,1,1,2008/2009,26,3/14/2009 0:00,493040,10000,9999,0,0,1.75,3.5,4.75
170,1,1,2008/2009,26,3/14/2009 0:00,493041,9996,8571,1,0,2.7,3.25,2.62
171,1,1,2008/2009,26,3/14/2009 0:00,493042,4049,10001,1,2,4.33,3.6,1.8
172,1,1,2008/2009,27,3/20/2009 0:00,493043,8571,8342,2,3,3.75,3.3,2
173,1,1,2008/2009,27,3/22/2009 0:00,493044,9986,9985,1,0,4.75,3.5,1.66
174,1,1,2008/2009,27,3/22/2009 0:00,493045,9991,10000,1,0,1.65,3.6,4.75
175,1,1,2008/2009,27,3/21/2009 0:00,493046,9998,9994,0,2,2.25,3.2,3
176,1,1,2008/2009,27,3/21/2009 0:00,493047,10001,7947,3,1,1.57,3.75,5.25
177,1,1,2008/2009,27,3/21/2009 0:00,493048,9999,8203,1,0,2.2,3.3,3
178,1,1,2008/2009,27,3/21/2009 0:00,493049,9984,9996,0,1,1.57,3.75,5.25
179,1,1,2008/2009,27,3/21/2009 0:00,493050,9987,4049,3,0,1.22,5.5,11
180,1,1,2008/2009,27,3/21/2009 0:00,493051,8635,9993,2,0,1.4,4,7
181,1,1,2008/2009,28,4/5/2009 0:00,493052,9994,8635,0,0,5,3.6,1.6
182,1,1,2008/2009,28,4/4/2009 0:00,493053,9996,9998,3,2,1.9,3.3,4.2
183,1,1,2008/2009,28,4/4/2009 0:00,493054,8342,9986,2,1,1.5,4,7
184,1,1,2008/2009,28,4/4/2009 0:00,493055,10000,9984,3,1,2,3.4,3.6
185,1,1,2008/2009,28,4/4/2009 0:00,493056,7947,9991,1,1,4.75,3.6,1.72
186,1,1,2008/2009,28,4/4/2009 0:00,493057,4049,9999,0,1,3.1,3.3,2.3
187,1,1,2008/2009,28,4/4/2009 0:00,493058,8203,8571,1,1,1.85,3.5,4.2
188,1,1,2008/2009,28,4/4/2009 0:00,493059,9987,10001,1,4,1.66,3.6,5.25
189,1,1,2008/2009,28,4/5/2009 0:00,493060,9985,9993,3,1,1.36,4.33,7.5
190,1,1,2008/2009,29,4/12/2009 0:00,493061,8635,8342,1,0,1.67,3.5,5
191,1,1,2008/2009,29,4/10/2009 0:00,493062,9999,9987,1,0,3.2,3.25,2.25
192,1,1,2008/2009,29,4/11/2009 0:00,493063,9993,10000,1,2,1.91,3.5,4
193,1,1,2008/2009,29,4/11/2009 0:00,493064,9985,9994,1,0,1.33,4.75,10
194,1,1,2008/2009,29,4/11/2009 0:00,493065,8571,7947,1,2,2,3.3,3.8
195,1,1,2008/2009,29,4/11/2009 0:00,493066,9998,8203,0,1,2.25,3.3,3.2
196,1,1,2008/2009,29,4/11/2009 0:00,493067,9986,9996,1,0,1.95,3.4,3.8
197,1,1,2008/2009,29,4/11/2009 0:00,493068,9984,4049,4,1,1.4,4.5,8
198,1,1,2008/2009,29,4/12/2009 0:00,493069,9991,10001,2,0,1.8,3.3,4.2
199,1,1,2008/2009,3,8/30/2008 0:00,492491,8635,8571,4,0,1.29,4.75,9
200,1,1,2008/2009,3,8/30/2008 0:00,492492,9987,9994,1,0,1.62,3.4,5.5
201,1,1,2008/2009,3,8/30/2008 0:00,492493,9984,9998,2,1,1.7,3.25,4.75
202,1,1,2008/2009,3,8/31/2008 0:00,492494,9991,9986,2,0,1.62,3.5,5
203,1,1,2008/2009,3,8/30/2008 0:00,492495,7947,9996,1,2,2.5,3.3,2.5
204,1,1,2008/2009,3,8/30/2008 0:00,492496,8203,10000,0,2,2,3.4,3.25
205,1,1,2008/2009,3,8/31/2008 0:00,492497,9999,9985,1,1,5.5,3.6,1.57
206,1,1,2008/2009,3,8/29/2008 0:00,492498,4049,8342,1,4,7,3.75,1.53
207,1,1,2008/2009,3,8/30/2008 0:00,492499,10001,9993,1,0,2.25,3.3,2.8
208,1,1,2008/2009,30,4/19/2009 0:00,493070,10001,8635,0,1,4.5,3.5,1.73
209,1,1,2008/2009,30,4/18/2009 0:00,493071,9996,9985,0,3,6,3.75,1.57
210,1,1,2008/2009,30,4/18/2009 0:00,493072,8342,9998,3,2,1.29,5.25,9.5
211,1,1,2008/2009,30,4/18/2009 0:00,493073,4049,9986,3,1,4.33,3.5,1.83
212,1,1,2008/2009,30,4/18/2009 0:00,493074,8203,9984,0,1,2.38,3.25,3
213,1,1,2008/2009,30,4/17/2009 0:00,493075,9987,9991,2,2,2.62,3.3,2.62
214,1,1,2008/2009,30,4/19/2009 0:00,493076,7947,9999,3,1,2.38,3.3,2.62
215,1,1,2008/2009,30,4/18/2009 0:00,493077,10000,8571,5,1,1.73,3.4,5
216,1,1,2008/2009,30,4/18/2009 0:00,493078,9994,9993,1,0,2.38,3.25,3
217,1,1,2008/2009,31,4/24/2009 0:00,493079,9993,8342,2,0,2.6,3.2,2.75
218,1,1,2008/2009,31,4/26/2009 0:00,493080,9984,9987,1,2,2.595699612,3.878717188,4.717238073
219,1,1,2008/2009,31,4/25/2009 0:00,493081,9986,10000,1,0,2.1,3.3,3.2
220,1,1,2008/2009,31,4/26/2009 0:00,493082,9999,9991,1,3,3.2,3.3,2.1
221,1,1,2008/2009,31,4/25/2009 0:00,493083,8635,7947,4,0,1.14,6,15
222,1,1,2008/2009,31,4/25/2009 0:00,493084,9985,8203,4,1,1.18,6,13
223,1,1,2008/2009,31,4/25/2009 0:00,493085,9994,9996,3,0,1.8,3.3,4.2
224,1,1,2008/2009,31,4/25/2009 0:00,493086,8571,4049,2,2,1.5,3.8,6
225,1,1,2008/2009,31,4/25/2009 0:00,493087,9998,10001,0,2,3.4,3.2,2.05
226,1,1,2008/2009,32,5/3/2009 0:00,493088,4049,8635,1,1,11,6,1.2
227,1,1,2008/2009,32,5/2/2009 0:00,493089,10000,9985,0,0,5.5,3.6,1.57
228,1,1,2008/2009,32,5/2/2009 0:00,493090,7947,9998,0,0,1.44,4,6.5
229,1,1,2008/2009,32,5/2/2009 0:00,493091,8203,9986,2,1,2.3,3.25,2.87
230,1,1,2008/2009,32,5/2/2009 0:00,493092,9991,9984,2,1,1.36,4.33,7.5
231,1,1,2008/2009,32,5/1/2009 0:00,493093,8342,9994,2,3,1.44,4.2,7
232,1,1,2008/2009,32,5/2/2009 0:00,493094,10001,9999,1,0,1.57,3.6,5.5
233,1,1,2008/2009,32,5/3/2009 0:00,493095,9987,8571,0,1,1.4,4,7.5
234,1,1,2008/2009,32,5/2/2009 0:00,493096,9996,9993,3,1,2.6,3.25,2.5
235,1,1,2008/2009,33,5/9/2009 0:00,493097,9985,8342,2,0,1.44,4.33,7
236,1,1,2008/2009,33,5/9/2009 0:00,493098,9986,9987,3,0,2.25,3.3,3.2
237,1,1,2008/2009,33,5/9/2009 0:00,493099,9996,10000,0,2,2.38,3.3,3
238,1,1,2008/2009,33,5/9/2009 0:00,493100,8571,9991,0,2,4,3.75,1.83
239,1,1,2008/2009,33,5/9/2009 0:00,493101,9994,7947,0,2,1.73,3.6,4.75
240,1,1,2008/2009,33,5/8/2009 0:00,493102,9993,8203,3,1,1.91,3.5,4
241,1,1,2008/2009,33,5/9/2009 0:00,493103,8635,9999,3,1,1.14,7.5,19
242,1,1,2008/2009,33,5/9/2009 0:00,493104,9998,4049,1,1,2.05,3.5,3.5
243,1,1,2008/2009,33,5/9/2009 0:00,493105,9984,10001,2,1,2.62,3.3,2.62
244,1,1,2008/2009,34,5/16/2009 0:00,493106,9987,8635,0,2,8,4,1.4
245,1,1,2008/2009,34,5/16/2009 0:00,493107,9991,9985,0,1,4.33,3.8,1.67
246,1,1,2008/2009,34,5/16/2009 0:00,493108,10000,9998,3,0,1.33,4.33,8.5
247,1,1,2008/2009,34,5/16/2009 0:00,493109,7947,9986,1,2,1.53,3.8,5.75
248,1,1,2008/2009,34,5/16/2009 0:00,493110,9999,9984,1,2,2.6,3.25,2.5
249,1,1,2008/2009,34,5/15/2009 0:00,493111,8203,9994,3,0,2,3.3,3.8
250,1,1,2008/2009,34,5/16/2009 0:00,493112,8342,9996,4,1,1.44,3.75,7.5
251,1,1,2008/2009,34,5/16/2009 0:00,493113,10001,8571,1,3,1.91,3.6,3.4
252,1,1,2008/2009,34,5/16/2009 0:00,493114,4049,9993,1,0,3.75,3.25,1.95
253,1,1,2008/2009,4,9/13/2008 0:00,492500,8342,7947,1,1,1.2,5.25,12
254,1,1,2008/2009,4,9/13/2008 0:00,492501,9985,8571,2,0,1.17,6,10
255,1,1,2008/2009,4,9/13/2008 0:00,492502,9998,8635,1,2,5.75,3.75,1.5
256,1,1,2008/2009,4,9/14/2008 0:00,492503,10000,9987,1,3,2.88,3.1,2.38
257,1,1,2008/2009,4,9/14/2008 0:00,492504,9986,9984,3,2,2.6,3.1,2.55
258,1,1,2008/2009,4,9/13/2008 0:00,492506,9994,10001,1,1,2.2,3.1,3
259,1,1,2008/2009,4,9/13/2008 0:00,492508,8203,4049,0,0,1.5,3.6,6
260,1,1,2008/2009,4,9/13/2008 0:00,492509,9996,9991,4,2,2.88,3.1,2.25
261,1,1,2008/2009,4,9/13/2008 0:00,492511,9993,9999,3,0,1.5,3.5,6.5
262,1,1,2008/2009,5,9/19/2008 0:00,492517,8635,9986,2,0,1.4,4.33,8
263,1,1,2008/2009,5,9/21/2008 0:00,492518,9987,8342,0,1,2.5,3.2,2.62
264,1,1,2008/2009,5,9/20/2008 0:00,492519,9984,9993,1,0,2,3.25,3.5
265,1,1,2008/2009,5,9/20/2008 0:00,492520,9991,8203,1,2,1.36,4.33,7.5
266,1,1,2008/2009,5,9/20/2008 0:00,492521,7947,10000,2,0,2.38,3.25,2.75
267,1,1,2008/2009,5,9/20/2008 0:00,492522,9999,9994,0,1,2.25,3.25,2.88
268,1,1,2008/2009,5,9/20/2008 0:00,492523,8571,9998,1,0,2.1,3.25,3.25
269,1,1,2008/2009,5,9/21/2008 0:00,492524,4049,9985,0,1,6.5,4,1.44
270,1,1,2008/2009,5,9/20/2008 0:00,492525,10001,9996,0,0,2.2,3.25,3
271,1,1,2008/2009,6,9/27/2008 0:00,492526,8342,10001,2,0,1.44,4.2,7.5
272,1,1,2008/2009,6,9/26/2008 0:00,492527,9985,8635,2,1,2.1,3.4,3.4
273,1,1,2008/2009,6,9/27/2008 0:00,492528,9998,9999,2,0,1.8,3.5,4.5
274,1,1,2008/2009,6,9/27/2008 0:00,492529,10000,4049,1,0,1.55,4,6
275,1,1,2008/2009,6,9/27/2008 0:00,492530,9986,8571,1,2,1.62,3.75,5.5
276,1,1,2008/2009,6,9/27/2008 0:00,492531,9994,9984,1,1,2.75,3.3,2.5
277,1,1,2008/2009,6,9/29/2008 0:00,492532,8203,7947,4,1,1.73,3.6,4.75
278,1,1,2008/2009,6,9/28/2008 0:00,492534,9996,9987,1,2,2.35,3.3,3
279,1,1,2008/2009,6,9/28/2008 0:00,492535,9993,9991,2,2,2.25,3.3,3.1
280,1,1,2008/2009,7,10/3/2008 0:00,492536,8635,9996,2,1,1.44,4.33,6.5
281,1,1,2008/2009,7,10/4/2008 0:00,492537,9987,8203,2,1,1.44,4.33,6.5
